name,address,phone,rating,reviews,google_maps_url
"PM Repairs","1205 UT-51, Spanish Fork","(801) 404-9439","5","13","https://maps.google.com/?cid=4423606623297355513"
"Higginson Jewelry and Antiques","567 S 1680 E St, Springville","(801) 310-0343","5","2","https://maps.google.com/?cid=17644391794477607711"
"M Station Ink","1862 W Alvey Dr, Mapleton","(801) 489-7397","5","5","https://maps.google.com/?cid=14465436191115796275"
"Higher Industries, LLC","1816 River Bottom Rd, Springville","(801) 472-1206","5","1","https://maps.google.com/?cid=903143492347996965"
"Hauling Brothers","601 S 400 E St, Springville","(818) 421-1301","5","6","https://maps.google.com/?cid=7318176784918491811"
"Bumble Bee Preschool LLC","929 E 400 N, Mapleton","(801) 885-4640","","","https://maps.google.com/?cid=13130743836984839252"
"WEST DESERT FABRICATION","238 W 350 S St, Goshen","","5","5","https://maps.google.com/?cid=4722119881654857289"
"Tannerwerks","Utah Co, 54 N 200 W, Santaquin","","","","https://maps.google.com/?cid=10543827852280816323"
"Heavy Equipment Solutions, LLC","382 1100 W, Payson","(801) 802-2152","4.9","31","https://maps.google.com/?cid=13917702411890815768"
"Dale's Small Engine Repair","1073 S 1040 W St, Payson","(801) 372-3864","4.9","59","https://maps.google.com/?cid=17088558993275660774"
"Utah Powersport Pros","7098 Old Hwy 91, Mona","(385) 535-5352","3.6","20","https://maps.google.com/?cid=2819148998647402517"
"Midas Road Service","126 W 300 N, Santaquin","(435) 294-2873","5","1","https://maps.google.com/?cid=9516401262146477028"
"Speedy House A/C Repair","755 S 1040 W St #1054, Payson","","4","2","https://maps.google.com/?cid=10744784462715347641"
"Deseret Feed Lot","17175 S 12100 W St, Elberta","(801) 667-3230","4.3","3","https://maps.google.com/?cid=5627635856690473589"
"Rancho 4 Hermanos","9193 S 4800 W, Payson","(801) 404-7176","5","2","https://maps.google.com/?cid=6393992802910576793"
"Beere Cattle Company","9193 S 4800 W, Payson","(801) 362-6249","5","5","https://maps.google.com/?cid=15158632564229020076"
"Taylor Ranch Arabian Horses","4728 W 12240 S, Payson","(801) 592-5601","4.5","12","https://maps.google.com/?cid=17555481673135312780"
"Colton Lloyd's Farrier Service - **BOOKS ARE CLOSED FOR THE TIME BEING**","5075 W 10400 S, Payson","(801) 850-2599","","","https://maps.google.com/?cid=13511227226597274046"
"Christiansen Masonry LLC","10187 S 4440 W, Payson","(801) 465-3162","","","https://maps.google.com/?cid=17145642346519667365"
"Kester's Upholstery","350 S 200 W, Santaquin","(801) 754-3401","4.9","12","https://maps.google.com/?cid=8103795478986181912"
"Denny's Taxidermy LLC","5904 W 11300 S, Payson","(801) 380-8553","5","13","https://maps.google.com/?cid=27650783841091258"
"Custom Bird Taxidermy","665 600 E, Santaquin","(801) 319-1491","5","5","https://maps.google.com/?cid=13991032282224982948"
"Mountain View Fur 3","310 S Highland Dr, Santaquin","(801) 754-5531","5","13","https://maps.google.com/?cid=1487159435414073477"
"Easy house cleaning","27 W Main St, Santaquin","(385) 625-8415","","","https://maps.google.com/?cid=16198872679832124265"
"Aspen Fire Protection","875 Canyon Rd, Santaquin","(801) 754-0565","5","1","https://maps.google.com/?cid=1846193450141766568"
"It Takes a Village Daycare","Near Apple Valley Elementary, Santaquin","(801) 687-2807","5","7","https://maps.google.com/?cid=2507523364408567187"
"Dynamite Music Teaching Aids","559 610 S, Santaquin","(801) 754-5452","","","https://maps.google.com/?cid=4431071956094721978"
"Legacy Martial Arts","673 Innovation Cir suite b1, Payson","(385) 312-7660","5","3","https://maps.google.com/?cid=3690826643379903381"
"Miss Amanda's Daycare","1886 S Freestone Blvd, Santaquin","","5","2","https://maps.google.com/?cid=7933801614266577903"
"Happy Babies, LLC","954 W Broadleaf Dr, Santaquin","(786) 832-9500","","","https://maps.google.com/?cid=3266441613274465236"
"Southwest metal Structures","10204 S 4400 W St, Payson","(435) 222-4177","5","2","https://maps.google.com/?cid=16775374872146712866"
